Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      29/969178      scene::physics::Nudge_Command& std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::emplace_back<scene::physics::Nudge_Command>(scene::physics::Nudge_Command&&) [32]
                0.00    0.00  969147/969178      std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::back() [98]
[96]     0.0    0.00    0.00  969178         std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::end() [96]
                0.00    0.00  969178/1938356     __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >::__normal_iterator(scene::physics::Nudge_Command* const&) [92]
-----------------------------------------------
                0.00    0.00  969147/969147      std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::back() [98]
[97]     0.0    0.00    0.00  969147         __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >::operator-(long) const [97]
                0.00    0.00  969147/1938356     __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >::__normal_iterator(scene::physics::Nudge_Command* const&) [92]
-----------------------------------------------
                0.00    0.00  969147/969147      scene::physics::Nudge_Command& std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::emplace_back<scene::physics::Nudge_Command>(scene::physics::Nudge_Command&&) [32]
[98]     0.0    0.00    0.00  969147         std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::back() [98]
                0.00    0.00  969147/969178      std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::end() [96]
                0.00    0.00  969147/969147      __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >::operator-(long) const [97]
                0.00    0.00  969147/1938210     __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >::operator*() const [94]
-----------------------------------------------
                0.00    0.00  969147/969147      std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::push_back(scene::physics::Nudge_Command&&) [33]
[99]     0.0    0.00    0.00  969147         std::remove_reference<scene::physics::Nudge_Command&>::type&& std::move<scene::physics::Nudge_Command&>(scene::physics::Nudge_Command&) [99]
-----------------------------------------------
                0.00    0.00  969093/969093      std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_get_insert_equal_pos(scene::physics::Position const&) [10]
[100]    0.0    0.00    0.00  969093         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&, std::_Rb_tree_node_base*&) [100]
                0.00    0.00  969093/969093      std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*& std::forward<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&>::type&) [101]
                0.00    0.00  969093/969093      std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [102]
-----------------------------------------------
                0.00    0.00  969093/969093      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&, std::_Rb_tree_node_base*&) [100]
[101]    0.0    0.00    0.00  969093         std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*& std::forward<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&>::type&) [101]
-----------------------------------------------
                0.00    0.00  969093/969093      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*&, std::_Rb_tree_node_base*&) [100]
[102]    0.0    0.00    0.00  969093         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [102]
-----------------------------------------------
                0.00    0.00  969065/969065      scene::physics::Physics_Object_List::execute(double) [19]
[103]    0.0    0.00    0.00  969065         bool __gnu_cxx::operator==<scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >(__gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > > const&, __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > > const&) [103]
                0.00    0.00 1938130/1938246     __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >::base() const [93]
-----------------------------------------------
                0.00    0.00  969063/969063      scene::physics::Physics_Object_List::execute(double) [19]
[104]    0.0    0.00    0.00  969063         __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >::operator++() [104]
-----------------------------------------------
                0.00    0.00  968961/968961      std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >&, std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*, unsigned long) [61]
[105]    0.0    0.00    0.00  968961         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::deallocate(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*, unsigned long) [105]
-----------------------------------------------
                0.00    0.00  968961/968961      std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*) [39]
[106]    0.0    0.00    0.00  968961         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::destroy<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >(std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >&, std::pair<scene::physics::Position const, scene::physics::Physics_Object>*) [106]
                0.00    0.00  968961/968961      void std::destroy_at<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >(std::pair<scene::physics::Position const, scene::physics::Physics_Object>*) [107]
-----------------------------------------------
                0.00    0.00  968961/968961      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::destroy<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >(std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >&, std::pair<scene::physics::Position const, scene::physics::Physics_Object>*) [106]
[107]    0.0    0.00    0.00  968961         void std::destroy_at<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >(std::pair<scene::physics::Position const, scene::physics::Physics_Object>*) [107]
-----------------------------------------------
                0.00    0.00   31159/31159       scene::physics::Physics_Object_List::resist_at_pos(scene::physics::Position&) [7]
[108]    0.0    0.00    0.00   31159         std::_Rb_tree_iterator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >::operator++() [108]
-----------------------------------------------
                0.00    0.00     132/264         scene::physics::Physics_Object_List::move(unsigned long, scene::physics::Position, scene::physics::Position) [46]
                0.00    0.00     132/264         std::_Node_handle<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::_M_key() const [123]
[109]    0.0    0.00    0.00     264         std::_Node_handle<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::key() const [109]
-----------------------------------------------
                0.00    0.00     132/264         std::_Node_handle_common<std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::~_Node_handle_common() [132]
